index,input_TL,output_han,output_TL,option
15582,phahlah,拍獵,phah-la̍h,
15583,phahlaliang,拍抐涼,phah-lā-liâng,
15584,phahlan,拍鱗,phah-lân,
15585,phahliki,拍字機,phah-jī-ki/phah-lī-ki,
15586,phahmatshiok,拍麻雀,phah-muâ-tshiok,
15587,phahmkinn,拍毋見,phah-m̄-kìnn,
15588,phahmuatshiok,拍麻雀,phah-muâ-tshiok,
15589,phahng,拋荒,pha-hng,
15590,phahphai,拍派,phah-phài,
15591,phahphainn,拍歹,phah-pháinn,
15592,phahphik,拍拍,phah-phik,
15593,phahphinn,拍片,phah-phìnn,
15594,phahphitphoka,拍匹噗仔,,
15595,phahphok,拍噗,,
15596,phahphoka,拍噗仔,phah-pho̍k-á,
15597,phahphongsiu,拍滂泅,phah-phōng-siû,
15598,phahphooa,拍噗仔,phah-pho̍k-á,
15599,phahphua,拍破,phah-phuà,
15600,phahphuakng,拍殕仔光,phah-phú-á-kng,
15601,phahphun,拍翸,phah-phún,
15602,phahpiann,拍拚,phah-piànn,
15603,phahpongsiu,拍滂泅,phah-phōng-siû,
15604,phahsng,拍損,phah-sńg,
15605,phahsng,拍算,phah-sǹg,
15606,phahsngpuann,拍算盤,phah-sǹg-puânn,
15607,phahthih,拍鐵,phah-thih,
15608,phahthiha,拍鐵仔,,
15609,phahthihakhoo,拍鐵仔褲,phah-thih-á-khòo,
15610,phahthihasai,拍鐵仔師,phah-thih-á-sai,
15611,phahthihe,拍鐵的,,
15612,phahthihsai,拍鐵師,,
15613,phahthihsaihu,拍鐵師父,,
15614,phahthongkuan,拍通關,phah-thong-kuan,
15615,phahtiann,拍定,,
15616,phahtng,拍斷,phah-tn̄g,
15617,phahtsam,拍針,,
15618,phahtshenn,拍醒,phah-tshénn/phah-tshínn,
15619,phahtshennkiann,拍生驚,phah-tshenn-kiann/phah-tshinn-kiann,
15620,phahtshiksue,拍觸衰,phah-tshik-sue,
15621,phahtshinn,拍醒,phah-tshénn/phah-tshínn,
15622,phahtshinnkiann,拍生驚,phah-tshenn-kiann/phah-tshinn-kiann,
15623,phahtshiu,拍手,phah-tshiú,
15624,phahtshiutshing,拍手銃,phah-tshiú-tshìng,
15625,phahtshuikoo,拍喙鼓,phah-tshuì-kóo,
15626,phahtsiat,拍折,phah-tsiat,
15627,phahtsiaukinga,拍鳥弓仔,,
15628,phahtsing,拍種,phah-tsíng,
15629,phahtsioh,拍石,phah-tsio̍h,
15630,phahtsiohsai,拍石師,phah-tsio̍h-sai,
15631,phahtsuiphiaka,拍水擗仔,,
15632,phahu,拋魚,pha-hî/pha-hû,
15633,phahuha,拍噎仔,,
15634,phaihe,派系,phài-hē,
15635,phaikhian,派遣,,
15636,phaikianntsing,歹囝症,,
15637,phaimialang,歹命人,pháinn-miā-lâng,
15638,phainnbaktoo,歹腹肚,pháinn-pak-tóo,
15639,phainnbattoo,歹腹肚,pháinn-pak-tóo,
15640,phainni,歹意,pháinn-ì,
15641,phainniotshi,歹育飼,pháinn-io-tshī,
15642,phainnkhang,歹空,pháinn-khang,
15643,phainnkhuan,歹款,pháinn-khuán,
15644,phainnkhuann,歹看,pháinn-khuànn,
15645,phainnkhuannsiunn,歹看相,pháinn-khuànn-siùnn,
15646,phainnkhun,歹睏,pháinn-khùn,
15647,phainnkhunphiah,歹睏癖,,
15648,phainnkiann,歹囝,pháinn-kiánn,
15649,phainnkong,歹講,pháinn-kóng,
15650,phainnlang,歹人,pháinn-lâng,
15651,phainnliulak,歹扭搦,pháinn-liú-la̍k,
15652,phainnloo,歹路,pháinn-lōo,
15653,phainnmia,歹命,pháinn-miā,
15654,phainnmialang,歹命人,pháinn-miā-lâng,
15655,phainnmih,歹物,pháinn-mi̍h/pháinn-mn̍gh,
15656,phainnmngh,歹物,pháinn-mi̍h/pháinn-mn̍gh,
15657,phainnnitang,歹年冬,pháinn-nî-tang,
15658,phainnpaktoo,歹腹肚,pháinn-pak-tóo,
15659,phainnphiah,歹癖,pháinn-phiah,
15660,phainnse,歹勢,pháinn-sè,
15661,phainnsi,歹死,pháinn-sí,
15662,phainnsiannsau,歹聲嗽,pháinn-siann-sàu,
15663,phainnsim,歹心,pháinn-sim,
15664,phainnsingte,歹性地,pháinn-sìng-tē/pháinn-sìng-tuē,
15665,phainnsingtue,歹性地,pháinn-sìng-tē/pháinn-sìng-tuē,
15666,phainntai,歹代,pháinn-tāi,
15667,phainntangkusiah,歹銅舊錫,pháinn-tâng-kū-siah,
15668,phainnthiann,歹聽,pháinn-thiann,
15669,phainnthinn,歹天,pháinn-thinn,
15670,phainnthithau,歹剃頭,pháinn-thì-thâu,
15671,phainntoo,歹徒,pháinn-tôo,
15672,phainntshehpau,揹冊包,,
15673,phainntshiujiau,歹手爪,pháinn-tshiú-jiáu/pháinn-tshiú-niáu,
15674,phainntshiuniau,歹手爪,pháinn-tshiú-jiáu/pháinn-tshiú-niáu,
15675,phainntshuathau,歹𤆬頭,pháinn-tshuā-thâu,
15676,phainntshui,歹喙,pháinn-tshuì,
15677,phainntshuitau,歹喙斗,pháinn-tshuì-táu,
15678,phainntsiah,歹食,pháinn-tsia̍h,
15679,phainntsiktik,歹積德,pháinn-tsik-tik,
15680,phainntsingthau,歹症頭,pháinn-tsìng-thâu,
15681,phainntsirpau,揹書包,,
15682,phainntsupau,揹書包,,
15683,phainnue,歹話,pháinn-uē,
15684,phainnun,歹運,pháinn-ūn,
15685,phaise,歹勢,pháinn-sè,
15686,phaitangkusiah,歹銅舊錫,pháinn-tâng-kū-siah,
15687,phaithau,派頭,,
15688,phaitoo,歹徒,pháinn-tôo,
15689,phaitshutsoo,派出所,phài-tshut-sóo,
15690,phaitsu,派駐,phài-tsù,
15691,phak,膨仔粿,,
15692,phakgitthau,曝日頭,,
15693,phakh,朴仔跤,Phoh-á-kha,附錄
15694,phakiam,曝鹽,pha̍k iâm,
15695,phakilin,拋麒麟,pha-kî-lîn,
15696,phakinloo,拋近路,pha-kīn-lōo/pha-kūn-lōo,
15697,phakjit,曝日,pha̍k-ji̍t/pha̍k-li̍t,
15698,phakjitthau,曝日頭,,
15699,phakkuann,曝乾,pha̍k-kuann,
15700,phaklit,曝日,pha̍k-ji̍t/pha̍k-li̍t,
15701,phaklitthau,曝日頭,,
15702,phaktshai,覆菜,phak-tshài,
15703,phaktshik,曝粟,pha̍k tshik,
15704,phakunloo,拋近路,pha-kīn-lōo/pha-kūn-lōo,
15705,phaliantau,拋輾斗,pha-liàn-táu,
15706,phalinkau,拋輾狗,,
15707,phalintau,拋輦斗,,
15708,phalintau,拋輾斗,pha-liàn-táu,
15709,phana,盼仔,phàn-á,
15710,phanbong,盼望,,
15711,phangbi,芳味,phang-bī,
15712,phangbit,蜂蜜,phang-bi̍t,
15713,phanghiunn,芳香,,
15714,phanghun,芳粉,phang-hún,
15715,phangiam,攀岩,phan-giâm,
15716,phangkian,拍毋見,phah-m̄-kìnn,
15717,phangkinn,拍毋見,phah-m̄-kìnn,
15718,phangkue,芳瓜,phang-kue,
15719,phangliau,芳料,phang-liāu,
15720,phangpoo,帆布,phâng-pòo,
15721,phangse,紡紗,pháng-se,
15722,phangsiu,蜂岫,phang-siū,
15723,phangtau,捀斗,phâng-táu,
15724,phangte,捀茶,phâng-tê,
15725,phangtshia,紡車,pháng-tshia,
15726,phangtsit,紡織,pháng-tsit,
15727,phangtsui,芳水,phang-tsuí,
15728,phangtsui,捀水,phâng-tsuí,
15729,phangtsun,帆船,phâng-tsûn,
15730,phannlintau,拋輾斗,pha-liàn-táu,
15731,phannlookoo,冇硓𥑮,,
15732,phannsiau,冇數,phànn-siàu,
15733,phannthuann,冇炭,phànn-thuànn,
15734,phanntshiu,冇手,phànn-tshiú,
15735,phanntsim,冇蟳,phànn-tsîm,
15736,phanntsioh,冇石,,
15737,phanntsioha,冇石仔,phànn-tsio̍h-á,
15738,phanntsiorha,冇石仔,phànn-tsio̍h-á,
15739,phaphatsau,拋拋走,pha-pha-tsáu,
15740,phas,噗仔聲,,
15741,phatiann,拋碇,pha-tiānn,
15742,phats,簿仔紙,phōo-á-tsuá,
15743,phatsh,稗仔草,,
15744,phatshialian,拋捙輪,pha-tshia-lin,
15745,phatshialin,拋捙輪,pha-tshia-lin,
15746,phatsts,𥰔仔節蛇,,
15747,phaua,炮仔,phàu-á,
15748,phaube,跑馬,pháu-bé,
15749,phauhu,抱負,,
15750,phaumi,泡麵,phàu-mī,
15751,phautai,炮台,phàu-tâi,
15752,phaute,泡茶,phàu tê,
15753,phauto,跑道,pháu-tō,
15754,phautshia,跑車,pháu-tshia,
15755,phautuann,炮彈,phàu-tuânn,
15756,phb,瓠桸帽,,
15757,phbk,博物館,,附錄
15758,phbkh,拍無去,phah-bô--khì,
15759,phbt,歹腹肚,pháinn-pak-tóo,
15760,phbth,鋪面蟶,phoo-bīn-than,
15761,phbtsh,拍某菜,phah-bóo-tshài,
15762,phbtsh,拍麻雀,phah-muâ-tshiok,
15763,phbtsh,鼻目喙,phīnn-ba̍k-tshuì,
15764,phea,帕仔,,
15765,phea,稗仔,phē-á/phuē-á,
15766,pheatshau,稗仔草,,
15767,phegak,配樂,phuè-ga̍k/phè-ga̍k,
15768,phegiah,配額,phuè-gia̍h/phè-gia̍h,
15769,phehap,配合,phuè-ha̍p/phè-ha̍p,
15770,phehng,配方,phuè-hng/phè-hng,
15771,phehu,皮膚,phuê-hu/phê-hu,
15772,phehuat,配發,phuè-huat/phè-huat,
15773,phei,皮椅,phuê-í/phê-í,
15774,pheim,配音,phuè-im/phè-im,
15775,phekak,配角,phuè-kak/phè-kak,
15776,phekauhi,皮猴戲,phuê-kâu-hì/phê-kâu-hì,
15777,phekiann,皮件,phuê-kiānn/phê-kiānn,
15778,phekiann,配件,phuè-kiānn/phè-kiānn,
15779,phekip,配給,phuè-kip/phè-kip,
15780,phekoo,配股,phuè-kóo/phè-kóo,
15781,pheliau,配料,phuè-liāu/phè-liāu,
15782,phelong,被囊,phuē-lông/phē-lông,
15783,phennookuan,澎湖縣,Phînn-ôo-kuān,附錄
15784,phennootshaikue,澎湖菜瓜,phênn-ôo-tshài-kue,
15785,phennphenntshuan,怦怦喘,phēnn-phēnn-tshuán,
15786,phepaua,皮包仔,phuê-pau-á/phê-pau-á,
15787,phephuann,批判,phue-phuànn,
15788,phepi,配備,phuè-pī/phè-pī,
15789,phera,拍呃仔,,
15790,phergak,配樂,phuè-ga̍k/phè-ga̍k,
15791,phergiah,配額,phuè-gia̍h/phè-gia̍h,
15792,pherhng,配方,phuè-hng/phè-hng,
15793,pherhuat,配發,phuè-huat/phè-huat,
15794,pheri,皮椅,phuê-í/phê-í,
15795,pheriang,被偝,,
15796,pherim,配音,phuè-im/phè-im,
15797,pherkiann,皮件,phuê-kiānn/phê-kiānn,
15798,pherkiann,配件,phuè-kiānn/phè-kiānn,
15799,pherkoo,配股,phuè-kóo/phè-kóo,
15800,pherpi,配備,phuè-pī/phè-pī,
15801,phersang,配送,phuè-sàng/phè-sàng,
15802,phersik,配色,phuè-sik/phè-sik,
15803,phertho,配套,phuè-thò/phè-thò,
15804,pherti,配置,phuè-tì/phè-tì,
15805,phertui,配對,phuè-tuì/phè-tuì,
15806,phesang,配送,phuè-sàng/phè-sàng,
15807,phesik,配色,phuè-sik/phè-sik,
15808,phesiunn,皮箱,phuê-siunn/phê-siunn,
15809,phethau,配頭,phuè-thâu/phè-thâu,
15810,phetho,配套,phuè-thò/phè-thò,
15811,pheti,配置,phuè-tì/phè-tì,
15812,phetua,皮帶,phuê-tuà/phê-tuà,
15813,phetuann,被單,phuē-tuann/phē-tuann,
15814,phetui,配對,phuè-tuì/phè-tuì,
15815,pheue,皮鞋,phuê-ê/phê-uê,
15816,phg,被害人,pī-hāi-jîn/pī-hāi-lîn,
15817,phga,騙囡仔,phiàn-gín-á,
15818,phgth,曝日頭,,
15819,phhk,碧霞宮,Phik-hâ-kiong,附錄
15820,phhk,膨風龜,phòng-hong-ku,
15821,phhph,批瓦批,,
15822,phhph,批瓦杮,,
15823,phhs,北合歡山,Pak-ha̍p-huan-suann,附錄
15824,phia,披仔,phi-á,
15825,phia,鼻仔,phīnn-á,
15826,phiahbian,避免,pī-bián,
15827,phiahkhui,避開,,
15828,phiahlan,避難,pī-lān,
15829,phiahsing,癖性,phiah-sìng,
15830,phiahtsing,僻靜,phiah-tsīng,
15831,phiaka,擗仔,,
15832,phianbian,片面,,
15833,phiangina,騙囡仔,phiàn-gín-á,
15834,phianhok,篇幅,phian-hok,
15835,phiankian,偏見,phian-kiàn,
15836,phiankiok,騙局,phiàn-kio̍k,
15837,phiankip,遍及,,
15838,phiankui,騙鬼,phiàn-kuí,
15839,phianlang,騙人,phiàn--lâng,
15840,phianmia,偏名,phian-miâ,
15841,phiannkikut,骿支骨,phiann-ki-kut,
15842,phiannliau,骿條,phiann-liâu,
15843,phiannliaukut,骿條骨,phiann-liâu-kut,
15844,phianphau,偏拋,,
15845,phianphiah,偏僻,phian-phiah,
15846,phianphian,偏偏,phian-phian,
15847,phianphiana,偏偏仔,phian-phian-á,
15848,phianpoo,遍佈,piàn-pòo,
15849,phiansim,偏心,phian-sim,
15850,phiansit,扁食,pián-si̍t,
15851,phiansut,騙術,phiàn-su̍t,
15852,phiantiong,偏重,phian-tiōng,
15853,phiantsha,偏差,phian-tsha,
15854,phiantsu,騙子,,
15855,phiantuan,片段,,
15856,phianuan,偏遠,phian-uán,
15857,phiata,𥐵仔,phiat-á,
15858,phiatpoo,撇步,phiat-pōo,
15859,phiaubing,標明,piau-bîng,
15860,phiauiong,飄揚,phiau-iông,
15861,phiaukheh,嫖客,phiâu-kheh,
15862,phiauki,標記,piau-kì,
15863,phiauphiat,飄撇,phiau-phiat,
15864,phiausi,標示,piau-sī,
15865,phiaute,標題,piau-tê/piau-tuê,
15866,phiautere,標題,piau-tê/piau-tuê,
15867,phiauthau,標頭,phiau-thâu,
15868,phiauti,標致,phiau-tì,
15869,phiautiam,標點,piau-tiám,
15870,phiautsi,標誌,piau-tsì,
15871,phiautsun,標準,piau-tsún,
15872,phiautue,標題,piau-tê/piau-tuê,
15873,phih,皮影戲,,
15874,phihphihtshuah,咇咇掣,phi̍h-phi̍h-tshuah,
15875,phihuat,批發,,
15876,phiiam,鼻炎,phīnn-iām,
15877,phiju,比喻,pí-jū/pí-lū,
15878,phiju,譬如,phì-jû/phì-lû,
15879,phiju,譬喻,phì-jū/phì-lū,
15880,phikhakiong,碧霞宮,Phik-hâ-kiong,附錄
15881,phikhi,脾氣,phî-khì,
15882,phiklik,魄力,phik-li̍k,
15883,phiklik,霹靂,phik-li̍k,
15884,phileh,披咧,,
15885,philo,疲勞,phî-lô,
15886,philoo,披露,,
15887,philu,比喻,pí-jū/pí-lū,
15888,philu,譬如,phì-jû/phì-lû,
15889,philu,譬喻,phì-jū/phì-lū,
15890,philunkong,譬論講,phì-lūn-kóng,
15891,phina,𥰔仔,phín-á,
15892,phinatsattsua,𥰔仔節蛇,,
15893,phinbing,品明,phín-bîng,
15894,phinggi,評語,phîng-gí/phîng-gú,
15895,phinggir,評語,phîng-gí/phîng-gú,
15896,phinggu,評語,phîng-gí/phîng-gú,
15897,phinghun,評分,phîng-hun,
15898,phingim,拼音,phing-im,
15899,phingiok,聘約,phìng-iok,
15900,phingjim,聘任,phìng-jīm/phìng-līm,
15901,phingkam,評鑑,phîng-kàm,
15902,phingke,評價,phîng-kè,
15903,phingkim,聘金,phìng-kim,
15904,phingko,蘋果,phōng-kó,
15905,phingkoo,評估,phîng-kóo,
15906,phingle,聘禮,phìng-lé,
15907,phinglim,聘任,phìng-jīm/phìng-līm,
15908,phingliong,評量,phîng-liông,
15909,phinglun,評論,phîng-lūn,
15910,phingphuann,評判,phîng-phuànn,
15911,phingpi,評比,phîng-pí,
15912,phingse,硼砂,phîng-se,
15913,phingsim,評審,phîng-sím,
15914,phingsu,聘書,phìng-su,
15915,phingsuan,評選,phîng-suán,
15916,phingting,評定,phîng-tīng,
15917,phingtshiann,聘請,phìng-tshiánn,
15918,phinhing,品行,phín-hīng,
15919,phinkuan,品管,phín-kuán,
15920,phinna,鼻仔,phīnn-á,
15921,phinnbaktshui,鼻目喙,phīnn-ba̍k-tshuì,
15922,phinniam,鼻炎,phīnn-iām,
15923,phinnim,鼻音,phīnn-im,
15924,phinnkhang,鼻空,phīnn-khang,
15925,phinnkhanghong,鼻空風,phīnn-khang-hong,
15926,phinnliong,鼻龍,phīnn-liông,
15927,phinnoo,澎湖,,
15928,phinnookuan,澎湖縣,Phînn-ôo-kuān,附錄
15929,phinnootshaikue,澎湖菜瓜,phênn-ôo-tshài-kue,
15930,phinnphang,鼻芳,phīnn-phang,
15931,phinnphanntshuan,怦怦喘,phēnn-phēnn-tshuán,
15932,phinnphenntshuan,怦怦喘,phēnn-phēnn-tshuán,
15933,phinnphinntshuan,怦怦喘,phēnn-phēnn-tshuán,
15934,phinnsai,鼻屎,phīnn-sái,
15935,phinnsaiko,鼻屎膏,phīnn-sái-ko,
15936,phinnsiong,片商,phìnn-siong,
15937,phinnsit,鼻翼,phīnn-si̍t,
15938,phinnsng,砒霜,phi-sng,
15939,phinnthau,偏頭,phinn-thâu,
15940,phinnthau,鼻頭,phīnn-thâu,
15941,phinntshionn,片廠,phìnn-tshiúnn,
15942,phinntshiunn,片廠,phìnn-tshiúnn,
15943,phinntsui,鼻水,,
15944,phinpai,品牌,phín-pâi,
15945,phinphongsiu,乒乓泅,,
15946,phintsing,品種,phín-tsíng,
15947,phintsiong,品種,phín-tsíng,
15948,phintsit,品質,phín-tsit,
15949,phioa,薸仔,,
15950,phioke,票價,phiò-kè,
15951,phioki,票據,phiò-kì/phiò-kù,
15952,phiokir,票據,phiò-kì/phiò-kù,
15953,phiokng,票券,phiò-kǹg,
15954,phioku,票據,phiò-kì/phiò-kù,
15955,phiokuan,票券,phiò-kǹg,
15956,phiopang,票房,phiò-pâng,
15957,phiopeh,漂白,phiò-pe̍h,
15958,phiopehhun,漂白粉,phiò-pe̍h-hún,
15959,phiorke,票價,phiò-kè,
15960,phiorki,票據,phiò-kì/phiò-kù,
15961,phiorkng,票券,phiò-kǹg,
15962,phiorku,票據,phiò-kì/phiò-kù,
15963,phiorkuan,票券,phiò-kǹg,
15964,phiorpang,票房,phiò-pâng,
15965,phiorsuan,票選,phiò-suán,
15966,phiosuan,票選,phiò-suán,
15967,phiphi,皮皮,phî-phî,
15968,phisann,披衫,phi-sann,
15969,phisiunn,譬相,phì-siùnn,
15970,phisng,砒霜,phi-sng,
15971,phitan,皮蛋,phî-tàn,
15972,phitsh,歹育飼,pháinn-io-tshī,
15973,phitsuiphi,漂水漂,,
15974,phitsuiphia,披水漂仔,,
15975,phj,被害人,pī-hāi-jîn/pī-hāi-lîn,
15976,phjk,拍字機,phah-jī-ki/phah-lī-ki,
15977,phjth,曝日頭,,
15978,phk,包袱巾,pau-ho̍k-kin/pau-ho̍k-kun,
15979,phk,拍毋見,phah-m̄-kìnn,
15980,phka,拍金仔,phah kim-á,
15981,phkh,皮猴戲,phuê-kâu-hì/phê-kâu-hì,
15982,phkh,瓠桸觳,,
15983,phkha,瓠桸觳仔,,
15984,phkhh,鼻空風,phīnn-khang-hong,
15985,phkhk,盆跤骨,phûn-kha-kut,
15986,phkhph,歹睏癖,,
15987,phkhs,歹看相,pháinn-khuànn-siùnn,
15988,phkhtsh,扶尻川,,
15989,phkhtsh,拍尻川,phah-kha-tshng,
15990,phkhtsh,拍咳啾,phah-kha-tshiùnn,
15991,phkk,拍咯家,,
15992,phkk,拍咯雞,phah-ko̍k-ke,
15993,phkk,拍結毬,phah-kat-kiû,
15994,phkk,骿支骨,phiann-ki-kut,
15995,phkl,拋近路,pha-kīn-lōo/pha-kūn-lōo,
15996,phkl,拋麒麟,pha-kî-lîn,
15997,phkl,拍交落,phah-ka-la̍uh,
15998,phks,百貨公司,pah-huè kong-si/pah-hè kong-si,
15999,phks,判決書,,
16000,phks,拍官司,phah-kuann-si,
16001,phks,蘋果檨,phōng-kó-suāinn,
16002,phkth,拍拳頭,phah kûn-thâu,
16003,phkts,歹囝症,,
16004,phkts,破格鳥,,
16005,phktsh,拍咳啾,phah-kha-tshiùnn,
16006,phktsh,破格喙,phuà-keh-tshuì,
16007,phktsh,破雞筅,phuà-ke-tshíng/phuà-kue-tshíng,
16008,phl,被害人,pī-hāi-jîn/pī-hāi-lîn,
16009,phla,頗略仔,phó-lio̍k-á,
16010,phlh,博覽會,phok-lám-huē,
16011,phlk,冇硓𥑮,,
16012,phlk,拋輾狗,,
16013,phlk,拍字機,phah-jī-ki/phah-lī-ki,
16014,phlk,骿條骨,phiann-liâu-kut,
16015,phlk,譬論講,phì-lūn-kóng,
16016,phll,歹扭搦,pháinn-liú-la̍k,
16017,phll,拍抐涼,phah-lā-liâng,
16018,phlph,扶𡳞脬,phôo-lān-pha,
16019,phlt,拋輦斗,,
16020,phlt,拋輾斗,pha-liàn-táu,
16021,phlth,曝日頭,,
16022,phmh,鋪棉裘,phoo-mî-hiû,
16023,phmk,拍毋見,phah-m̄-kìnn,
16024,phml,歹命人,pháinn-miā-lâng,
16025,phmtsh,拍麻雀,phah-muâ-tshiok,
16026,phnt,歹年冬,pháinn-nî-tang,
16027,phobiat,破滅,phò-bia̍t,
16028,phoe,抱的,phō--ê,
16029,phohai,破壞,phò-huāi,
16030,phohakha,朴仔跤,Phoh-á-kha,附錄
16031,phohhuann,駁岸,poh-huānn,
16032,phohphoh,粕粕,phoh-phoh,
16033,phohsihkoh,璞石閣,Phok-si̍k-koh,附錄
16034,phohsit,樸實,phoh-si̍t,
16035,phohuai,破壞,phò-huāi,
16036,phohui,破費,phò-huì,
16037,phoka,簿仔,,
16038,phokai,破解,phò-kái,
16039,phokai,博愛,phok-ài,
16040,phokasiann,噗仔聲,,
16041,phokbut,博物,,附錄
16042,phokbutkuan,博物館,,附錄
16043,phokhiam,抱歉,phō-khiàm,
16044,phoklamhe,博覽會,phok-lám-huē,
16045,phoklamhue,博覽會,phok-lám-huē,
16046,phokphok,擴擴,khok-khok,
16047,phokpoo,瀑布,,
16048,phoksikkoh,璞石閣,Phok-si̍k-koh,附錄
16049,phoksit,樸實,phoh-si̍t,
16050,phoksu,博士,phok-sū,
16051,pholioka,頗略仔,phó-lio̍k-á,
16052,pholong,波浪,pho-lōng,
16053,phongaker,膨仔粿,,
16054,phonghong,膨風,phòng-hong,
16055,phonghongku,膨風龜,phòng-hong-ku,
16056,phonghun,膨粉,phòng-hún,
16057,phongi,膨椅,phòng-í,
16058,phongkam,椪柑,phòng-kam,
16059,phongko,蘋果,phōng-kó,
16060,phongkong,膀胱,phông-kong,
16061,phongkor,蘋果,phōng-kó,
16062,phongkosuainn,蘋果檨,phōng-kó-suāinn,
16063,phongpha,膨疱,phòng-phā,
16064,phongphai,豐沛,phong-phài,
16065,phongphe,膨皮,phòng-phuê/phòng-phê,
16066,phongphua,磅浦仔,,
16067,phongphua,幫浦仔,,
16068,phongphue,膨皮,phòng-phuê/phòng-phê,
16069,phongphuh,磅浦,,
16070,phongphuha,磅浦仔,,
16071,phongpiann,膨餅,phòng-piánn,
16072,phongsaisai,膨獅獅,phòng-sai-sai,
16073,phongse,膨紗,phòng-se,
16074,phongsesann,膨紗衫,phòng-se-sann,
16075,phongsong,蓬鬆,phōng-song,
16076,phongting,碰釘,phòng-ting,
16077,phongtootemia,膨肚短命,phòng-tōo-té-miā,
16078,phongtshi,膨鼠,phòng-tshí/phòng-tshú,
16079,phongtshng,膨床,phòng-tshn̂g,
16080,phongtshu,膨鼠,phòng-tshí/phòng-tshú,
16081,phooa,簿仔,,
16082,phooatsua,簿仔紙,phōo-á-tsuá,
16083,phoobinthan,鋪面蟶,phoo-bīn-than,
16084,phook,澎湖縣,Phînn-ôo-kuān,附錄
16085,phookhatshng,扶尻川,,附錄
16086,phookip,普及,phóo-ki̍p,
16087,phoolanpha,扶𡳞脬,phôo-lān-pha,
16088,phooloo,鋪路,phoo-lōo,
16089,phoomihiu,鋪棉裘,phoo-mî-hiû,
16090,phoopai,鋪排,phoo-pâi,
16091,phoopaiue,鋪排話,phoo-pâi-uē,
16092,phoophian,普遍,phóo-phiàn,
16093,phoophooa,普普仔,phóo-phóo-á,
16094,phoosat,菩薩,phôo-sat,
16095,phoothann,扶挺,phôo-thánn,
16096,phoothetshiu,菩提樹,phôo-thê-tshiū,
16097,phoothong,普通,phóo-thong,
16098,phootoo,普渡,phóo-tōo,
16099,phootshk,澎湖菜瓜,phênn-ôo-tshài-kue,
16100,phorbiat,破滅,phò-bia̍t,
16101,phorkai,破解,phò-kái,
16102,phorlong,波浪,pho-lōng,
16103,phortau,破豆,,
16104,phorti,破除,phò-tû,
16105,phortng,波長,pho-tn̂g,
16106,phortong,波動,pho-tōng,
16107,phortor,葡萄,phû-tô,
16108,phortshui,破碎,phò-tshuì,
16109,phortu,破除,phò-tû,
16110,phosan,破產,phò-sán,
16111,phosionghong,破傷風,phò-siong-hong,
16112,photau,破豆,,
16113,photi,破除,phò-tû,
16114,photir,破除,phò-tû,
16115,photng,波長,pho-tn̂g,
16116,photo,葡萄,phû-tô,
16117,photong,波動,pho-tōng,
16118,photor,葡萄,phû-tô,
16119,photshui,破碎,phò-tshuì,
16120,photsukhe,朴子溪,Phò-tsú-khe,附錄
16121,photsutshi,朴子市,Phò-tsú-tshī,附錄
16122,photu,破除,phò-tû,
16123,php,百分比,pah-hun-pí,
16124,phpa,皮包仔,phuê-pau-á/phê-pau-á,
16125,phph,漂白粉,phiò-pe̍h-hún,
16126,phpha,拍噗仔,phah-pho̍k-á,
16127,phpha,偏偏仔,phian-phian-á,
16128,phpha,普普仔,phóo-phóo-á,
16129,phpha,磅浦仔,,
16130,phpha,幫浦仔,,
16131,phphak,拍殕仔光,phah-phú-á-kng,
16132,phphpha,拍匹噗仔,,
16133,phphs,乒乓泅,,
16134,phphs,拍滂泅,phah-phōng-siû,
16135,phphth,𧿳𧿳跳,phu̍t-phu̍t-thiàu,
16136,phphts,拋拋走,pha-pha-tsáu,
16137,phphtsh,咇咇掣,phi̍h-phi̍h-tshuah,
16138,phphtsh,怦怦喘,phēnn-phēnn-tshuán,
16139,phps,拍滂泅,phah-phōng-siû,
16140,phpt,歹腹肚,pháinn-pak-tóo,
16141,phpts,破布子,phuà-pòo-tsí,
16142,phpu,鋪排話,phoo-pâi-uē,
16143,phs,放風聲,pàng-hong-siann,
16144,phs,辯護士,piān-hōo-sū,
16145,phsh,破傷風,phò-siong-hong,
16146,phsk,鼻屎膏,phīnn-sái-ko,
16147,phsk,噴射機,phùn-siā-ki,
16148,phsk,璞石閣,Phok-si̍k-koh,附錄
16149,phsl,破少年,phuà-siàu-liân,
16150,phsp,拍算盤,phah-sǹg-puânn,
16151,phss,歹聲嗽,pháinn-siann-sàu,
16152,phss,膨紗衫,phòng-se-sann,
16153,phss,膨獅獅,phòng-sai-sai,
16154,phst,歹性地,pháinn-sìng-tē/pháinn-sìng-tuē,
16155,pht,北海道,,
16156,pht,白河鎮,,
16157,pht,表兄弟,piáu-hiann-tī,
16158,pht,摒貨底,piànn-huè-té/piànn-hè-tué,
16159,phtha,屁窒仔,phuì-that-á,
16160,phtha,拍鐵仔,,
16161,phthakh,拍鐵仔褲,phah-thih-á-khòo,
16162,phthas,拍鐵仔師,phah-thih-á-sai,
16163,phthe,拍鐵的,,
16164,phthg,葡萄牙,,
16165,phthk,拍通關,phah-thong-kuan,
16166,phths,拍鐵師,,
16167,phthsh,拍鐵師父,,
16168,phthth,歹剃頭,pháinn-thì-thâu,
16169,phthtsh,菩提樹,phôo-thê-tshiū,
16170,phtks,歹銅舊錫,pháinn-tâng-kū-siah,
